식품명,지역 / 제조사,1회제공량,내용량_단위,에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g)
풍년고방카스테라,주식회사풍년제과,100,g,332.4,8.5,12.8,45.9,25.2
참좋은우유식빵,㈜샤니,100,g,280,8,9,42,4
꿀 버터 토스트 식빵,㈜샤니,100,g,283,6,7,49,11
생生식빵,㈜샤니,100,g,272,5,8,45,8
볼로네제 미트파이,㈜샤니,100,g,289,6,17,28,5
미니소시지파이,㈜샤니,100,g,392,7,28,28,3
리치골드 델리큐브 치즈케익,솜밸리 주식회사,100,g,365,7,26,26,23
소문난우리쌀찐빵,소문난식품,100,g,245,300,1.4,52,9
100%통밀천연효모통밀식빵,살렘마을 협동조합,100,g,269.35,14.4,4.79,42.16,1.99
옥수수찐빵,소문난식품,100,g,258,6.6,4,49,15.6
밀봉카스테라,사랑의일터(사랑의베이커리),100,g,296,9,12,39,24
소보루,사랑의일터(사랑의베이커리),100,g,375,7,15,52,17
세미원꽃빵,세미식품,100,g,270,7,1.6,57,5
천연효모통밀식빵,살렘마을 협동조합,100,g,270,8,4,44,4
흑미쌀식빵,살렘마을 협동조합,100,g,245.4,14,2.44,44.52,4.4
천연효모통밀팥빵,살렘마을 협동조합,100,g,184,8,1.2,36,8
천연효모통밀현미식빵,살렘마을 협동조합,100,g,267,14,4,43,3
생제비쌀빵,생제비제빵소,100,g,300,10,5,48,7
천연효모통밀소보로빵,살렘마을 협동조합,100,g,267,8,7,45,8
완두빵,사랑의일터(사랑의베이커리),100,g,267,6,5,50,27
코코넛카스테라,사랑의일터(사랑의베이커리),100,g,368,6,21,40,23
통밀호두머핀,살렘마을 협동조합,100,g,475,9,29,44,15
흑미소보루그리시니,살렘마을 협동조합,100,g,339.57,13.67,4.13,61.93,14.04
생제비자라5곡빵,생제비제빵소,100,g,307,11.31,8.22,47.04,4.56
천연효모통밀밤식빵,살렘마을 협동조합,100,g,282.2,10.5,4.3,44,15.5
흑미쌀룰빵,살렘마을 협동조합,100,g,245.4,8,2.44,44.52,4.4
통밀롤빵,살렘마을 협동조합,100,g,270,12,4,45,1
화이트롤케익,사랑의일터(사랑의베이커리),100,g,290,8,12,38,21
생제비깜파뉴빵,생제비제빵소,100,g,300,8.86,7.55,49.21,5.79
천연효모통밀베이글,살렘마을 협동조합,100,g,295,8,5,54,1
착한통밀 단팥빵,새싹발아통밀빵,100,g,235,10,1,47,11
모닝빵,드림푸드 빵굽네,100,g,348.55,10.73,10.11,53.66,7.01
오늘의일상 브런치 라이스와플믹스 초코,㈜흥국에프앤비,100,g,265,5,9,41,38
오늘의일상 브런치 라이스와플믹스 플레인,㈜흥국에프앤비,100,g,263,7,7,43,18
클래식머핀,동산식품,100,g,345,7,8,58,36
밤 슈톨렌(소),리치몬드 과자점,100,g,419,8,22,46,22
크레판)미니 팬케이크 바이트,(주)임실치즈에프엔비,100,g,365,6.7,20.7,37,16
전통찐빵(미니/옛날/전통),기운찬식품,100,g,240,7.18,1.67,49,6.5
대구반야월 연근찰보리팬케이크,김춘련호두명가,100,g,256,5,4,49,12
대구반야월 연근호두과자,김춘련호두명가,100,g,378,0,0,0,0
공주밤빵,농업회사법인주식회사곰두레,100,g,245,4,8,39,12
통밀당 호박빵,(주)아르토스,100,g,255,12,1.5,49,9
호기먹물빵,(주)브레드플랜트,100,g,340,7,4,39,0
화이트치아바타,(주)브레드플랜트,100,g,217.4,0,0,40.2,0
먹물호두빵,㈜새롬식품,100,g,284,8,8,48,7
먹물빠네,(주)씨엔케이푸드,100,g,291,10.3,5.1,51.2,4.2
소프트빠네,(주)씨엔케이푸드,100,g,274.6,11.9,3,50,2.1
포카치아,(주)브레드플랜트,100,g,185,12,3,48,0
통밀견과빵,(주)아르토스,100,g,239,10,4.3,39,4
통밀팥빵,(주)아르토스,100,g,250,11,1.7,48,10
디럭스 초코 크레이프 케이크,(주)씨지에스에프앤비,100,g,280,6,15,30,14
통밀그대로빵,(주)아르토스,100,g,253,10.7,4.4,42.3,3.2
고대 고운밀 발효빵,(주)에그앤씨드 진천공장,100,g,210,9,1,42,2
통밀호박빵,(주)아르토스,100,g,250,11,1.7,48,10
디럭스 블루베리 크레이프 케이크,(주)씨지에스에프앤비,100,g,265,5,15,29,16
통밀옥수수빵,(주)아르토스,100,g,257,10.2,2.8,47.5,6.6
통밀코코넛빵,(주)아르토스,100,g,291,11.3,7.8,43.7,4.4
구움과자SET,(주)씨엔비위즈,100,g,470,6,25,55,39
몽블랑밤식빵,(주)씨엔비위즈,100,g,280,7,7,48,18
바이킹후르츠컨트리브레드,(주)씨엔비위즈,100,g,305,9,9,46,10
올리브포카치아롤,(주)씨엔비위즈,100,g,280,10,2.9,53,5
프리미엄마늘바게트,(주)씨엔비위즈,100,g,370,7,22,37,9
프리미엄쇼콜라파운드,(주)씨엔비위즈,100,g,375,4,15,54,37
프리미엄우유모닝롤,(주)씨엔비위즈,100,g,320,10,8,53,12
프리미엄유자파운드,(주)씨엔비위즈,100,g,450,7,26,46,28
REAL 바삭한 모짜소떡핫도그,㈜씨엔에스푸드시스템,100,g,295,6,14,36,9
만나 찰보리빵,(주)복음제과,100,g,250,6,6,43,22
만나경주빵,(주)복음제과,100,g,275,6,3,56,17
요리하다 모짜치즈볼,㈜우양 청양공장,100,g,380,6.6,16,52,16
크리스피 모짜&크림 치즈볼,㈜우양 청양공장,100,g,380,5,16,54,7
마드렌느,신성제과,100,g,414,7,22,48,28
에그타르트,신성제과,100,g,363,6,21,38,15
카라멜미니쉘,신성제과,100,g,349,7,15,47,26
올리브 포카치아,신한식품 주식회사,100,g,286,9,7,47,2
고구마파이만쥬,신성제과,100,g,376,5,21,42,14
스윗허그 스틱치즈케익,신성제과,100,g,400,7,27.2,31.6,10.8
스윗허그 호두가득 타르트,신성제과,100,g,420,8,20,51.9,18
우리밀유자구겔호프,신성제과,100,g,374,4,20,44,27
우리밀초코구겔호프,신성제과,100,g,395,5,22,44,28
커피콩빵,신성제과,100,g,405,7,20,49,9
행복한호두파이,신성제과,100,g,402,8,22,43,17
양파 포카치아,신한식품 주식회사,100,g,249,10,4.6,42,1
따순고구마,엠큐브인터내셔날,100,g,267,2,5,53,17
따순기미 Since 2008년 배양 깊은풍미 효모 몽블랑,엠큐브인터내셔날,100,g,342,6,23,27,3
따순기미 국내산 마늘로 만든 (大)육쪽마늘빵,엠큐브인터내셔날,100,g,340,7,20,35,10
따순기미 바삭촉촉 마늘스틱,엠큐브인터내셔날,100,g,457,8,24,52,14
따순기미 수박식빵,엠큐브인터내셔날,100,g,305,9,7,52,8
브리오슈,에쓰푸드㈜,100,g,340,9,14,44,6
베이글,에쓰푸드㈜,100,g,260,10,0,55,1
녹차&홍차화이트초코무스,에스엘비코리아(주),100,g,280,3,14,35,26
오레오치즈케이크,에스엘비코리아(주),100,g,245,2,17,21,9
치즈무스케이크,에스엘비코리아(주),100,g,270,3,1,32,23
티라미수,에스엘비코리아(주),100,g,280,3,13,36,25
딸기 크레이프,앨리스가든,100,g,268,3,16,27,12
밀크크레이프,앨리스가든,100,g,277,4,17,26,9
블루베리 크레이프,앨리스가든,100,g,245,4,17,28,12
쇼콜라 크레이프,앨리스가든,100,g,334,5,22,29,16
안흥찐빵,안흥댁 안흥찐빵,100,g,250.1,5.6,1.7,53.1,9.6
안흥옥수수찐빵,안흥댁 안흥찐빵,100,g,243.4,8,1.4,49.7,9
안흥단호박찐빵,안흥댁 안흥찐빵,100,g,200.6,6.8,1.53,40.8,8.5
안흥흑미찐빵,안흥댁 안흥찐빵,100,g,243.4,8,1.4,49.7,9
더티초코 슈톨렌,아우어로스팅,100,g,459,11,24,49,29
자연효모빵,㈜옵스,100,g,370,12,14,48,3
세글누아레쟁,㈜옵스,100,g,330,9,9,52,7
뺑 드 세글,㈜옵스,100,g,260,8,1.8,52,0.7
로데브,㈜옵스,100,g,270,9,1.3,55,0.2
뺑드미,㈜옵스,100,g,295,9,1.7,62,2
바따르,㈜옵스,100,g,295,9,1.7,62,2
빠리지앵,㈜옵스,100,g,295,9,1.7,62,2
르뱅꾸뻬,㈜옵스,100,g,295,9,1.7,62,2
완)올리브치아바타,서울식품공업㈜,65,g,220,7,2.3,43,0
크럼블머핀SET,(주)씨엔비위즈,100,g,430,6,22,52,28
존쿡 델리미트 모짜렐라 핫도그,㈜씨엔에스푸드시스템,95,g,310,10,16,31,8
식자재왕크림치즈볼,(주)보부아이앤에프,30,g,85,2,2.8,13,4
크로크무슈,㈜신세계푸드 김포공장,180,g,642,20,46,37,7
밤듬뿍식빵,㈜신세계푸드 김포공장,250,g,680,12,16,122,71
탱글탱글소세지데니쉬,㈜신세계푸드 김포공장,140,g,506,13,70,28,9
온가족우유식빵,㈜신세계푸드 김포공장,385,g,1030,34,22,17,50
소보루고구마파이,㈜신세계푸드 김포공장,264,g,909,16,41,119,96
생크림탕종식빵,㈜신세계푸드 김포공장,135,g,402,11,14,58,11
소시지데니쉬,㈜신세계푸드 김포공장,140,g,523,12,43,22,9
모카빵,㈜신세계푸드 김포공장,216,g,726,18,26,105,35
구운감자치즈포카치아,㈜신세계푸드 김포공장,135,g,378,14,18,40,2
베리베리크림치즈베이글,㈜신세계푸드 김포공장,162,g,470,11,22,57,22
호두앙금빵,㈜신세계푸드 김포공장,155,g,416,10,8,76,48
콘브레드,㈜신세계푸드 김포공장,126,g,469,10,25,51,21
[AOP]정통크로와상,㈜신세계푸드 김포공장,45,g,216,3,16,15,3
맛조아쫀디기,남일제과,100,g,351,6,3,74,34
찹쌀산자,승진식품,100,g,387,0.9,6,80,31.08
땅콩전병,엘리시온,100,g,440,8,10,81,37
참깨전병,엘리시온,100,g,450,9,12,76,35
종합전병,엘리시온,100,g,439,8,10,79,26
맛도라,서울제과,100,g,449,7,13,76,41
김맛스낵,서울제과,100,g,479,11,18,69,18
봉봉스낵,서울제과,100,g,490,11,21,65,6
펑스낵,이삭제과,100,g,410,10,3,85,47.1
밀쌀 뻥튀기,동서제과,100,g,373,7,0,80,23
백옥콘,동서제과,100,g,408,6.86,4,86,10.77
마카로니,맛사랑식품,100,g,423.2,12.1,8,75.7,100
백옥콘,미성식품,100,g,410,8,3,87,11
옥수수팝,미성식품,100,g,410,11,3,85,17
개성약과,좋은날,100,g,435.9,2.8,11.1,24.8,9.05
NEW크랙커,금풍제과,100,g,460,9,16,71,19
NEW튀김건빵,금풍제과,100,g,486.8,8.4,21.5,65,15.2
NEW러브볼,금풍제과,100,g,465,9,17,69,19
쌀튀밥,우리식품,100,g,398,2.1,0.9,95.4,5.1
쌀튀밥,우주식품,100,g,385,6.7,0.3,89,9.8
옥수수강냉이,우주식품,100,g,404,8.2,3,86,6.5
통밀참깨쿠키,살렘마을 협동조합,100,g,519,9,26,60,20
통밀땅콩쿠키,살렘마을 협동조합,100,g,478,11,18,67,19
통밀들깨쿠키,살렘마을 협동조합,100,g,495,10,22,63,21
쌀튀밥,뻥이오뻥,100,g,380,6,1,86,1
쌀튀밥(무사카린),뻥이오뻥,100,g,384,6,2,84,1
율무튀밥,뻥이오뻥,100,g,380,14,2,77,1
화이트하임,크라운제과,100,g,525,7,29,61,38
쵸코하임,크라운제과,100,g,530,8,30,59,37
가마솥떡누룽지,썬푸드,100,g,382.7,7.38,0.31,87.6,0
가마솥떡 메밀 누룽지,썬푸드,100,g,389.9,7.8,0.02,89.8,0
밀보리가락,서해안 푸드,100,g,392.29,9.39,2.33,83.44,16
수제통밀호두피칸쿠키,오가닉 어스,100,g,140,2,6,18,6
수제통밀오트밀쿠키,오가닉 어스,100,g,125,2,3.5,21,7
수제통밀쵸코칩쿠키,오가닉 어스,100,g,130,2,4.6,20,9
꼬마전병맛파래맛,정성제과,100,g,350,7,4.4,71,40
찹쌀전병,금호제과,100,g,422,8.9,6.4,82,34
서해매화,농업회사법인 서해푸드 주식회사,100,g,395.4,8.1,5.8,77.7,16.9
쎄시봉호두과자,아인당,100,g,310,7,2.3,78.3,37
누룽지쌀과자,원광효도식품 2공장,100,g,486,6,19,72,0
혜성마카로니,혜성제과,100,g,480,10,18,69,3
혜성앵두콘,혜성제과,100,g,120,2,0.9,26,1
칼라대롱과자,㈜신흥제과,100,g,487,10,19,69,0
콘칩,미찌푸드㈜,100,g,506,6,24,68,2
유기농현미약콩뻥과자,비룡유기농 영농조합법인,100,g,405,8.05,4.57,82.8,0.69
강냉이튀밥,신흥F&D(에프앤디),100,g,419,7,4.8,87,12
겨울연서 오리지널랑그드샤,㈜엘가,100,g,538,23,38,42,27
딸기랑그드샤,㈜엘가,100,g,538,8,38,42,27
풍년깨전병,주식회사풍년제과,100,g,434,9,9,79,36
풍년생강전병,주식회사풍년제과,100,g,395,5,5,82,25
풍년파래전병,주식회사풍년제과,100,g,428,9,7,82,45
오곡뻥튀기,㈜미가식품,100,g,381,7.9,0.4,86.5,0
종합전병,에코푸드,100,g,392,8,1.7,86.5,17.3
와플전병,에코푸드,100,g,392,8,1.7,86.5,17.3
생강맛스낵,에코푸드,100,g,410,7.8,12.3,60.5,30
왕고구마형스낵,에코푸드,100,g,410.2,7.3,7,79.5,14.8
왕소라형스낵,에코푸드,100,g,416,8,7,80.1,7.74
김맛나스낵,에코푸드,100,g,458,7.5,20.1,62,0
소라형과자,에코푸드,100,g,416,8,7,80.1,7.74
콩이랑,(주)진성앤푸드원,100,g,499,0,0,0,1.7
화이트로드,(주)진성앤푸드원,100,g,511,3.4,24.4,69.6,21.5
고구마마카롱,브라이언푸드,100,g,0,4.24,15.03,58.42,36.1
다디단 계피타래과자,(주)엘리펀트네트웍스,100,g,393,27.07,0.96,90.33,35.02
연잎가루로 만든 바삭 현미칩,꿈에서본들,100,g,392.2,8.9,1.8,85.1,0.7
킹카롱 카시스베리,마카레 협동조합,100,g,410,10,18,52,52
킹카롱 요거트크림치즈,마카레 협동조합,100,g,410,10,18,52,52
킹카롱 초코,마카레 협동조합,100,g,410,10,18,52,52
충주 사과 팝콘,예그린,100,g,487.64,5.4,21.04,69.17,20.75
김부각 튀김,(주)남원맛부각,100,g,516.39,14.33,27.43,53.05,0
추억의콩고물,㈜싱싱,100,g,472,9,17,72,6
바다큐브,지리산 함양 허농부,100,g,467.4,6.9,16.2,73.5,24.5
연근큐브,지리산 함양 허농부,100,g,395.3,4.3,2.5,88.9,29.2
크랜베리오란다,넛쯔공방,100,g,434,6.8,15,67.7,24
땅콩오란다,넛쯔공방,100,g,439.6,9.1,16,64.7,22
꿀호박쫀디기,농업회사법인(주)계란공장,100,g,348,8.8,2.9,72,33
뜸부기누룽지과자,뜸부기누룽지,100,g,400.2,7.1,0.6,91.6,0
뜸부기탕누룽지,뜸부기누룽지,100,g,400.2,7.1,0.6,91.6,0
복애플아몬드 잼볼쿠키,애플디저트팩토리,100,g,497,7.5,26.9,56.3,18.2
수제약과 선물세트,화순전통약과,100,g,444.4,7.2,17.6,64.3,13.7
구워만든 곡물그대로21,개미식품,100,g,550,5,36,54,5
구워만든 고소한 감귤 곡물바,개미식품,100,g,560,4,34,59,11
구워만든 고소한 백년초 곡물바,개미식품,100,g,560,4,34,59,13
종합쿠키,우승제과,100,g,0,5.7,4.6,81.4,57
종합과자,우승제과,100,g,389.8,5.7,4.6,81.4,57
김맛스낵,신영식품,100,g,451,8.5,13.8,73.2,35.1
김지라시,가나식품공업사,100,g,420,5,7,84,23
왕소라형과자,㈜광일식품,100,g,505,7,25,63,17
왕고구마형스낵,㈜광일식품,100,g,474,10,18,68,14
왕찹쌀모나카,㈜청우식품,100,g,310,2,0,76,46
찹쌀모나카II,㈜청우식품,100,g,315,3,0.3,75,48
종합과자,㈜청우식품,100,g,354,4,6,71,41
종합모나카,㈜청우식품,100,g,315,3,0.3,75,48
simplus 찹쌀모나카,㈜청우식품,100,g,324,4,0,77,58
초이스엘 종합모나카,㈜청우식품,100,g,315,3,0.3,75,48
초이스엘 팬케이크,㈜청우식품,100,g,367,6,7,70,42
예쁜이콘,동아제과,100,g,470,5,17,74,18
다시마두부과자,엘리시온,100,g,447,8,11,79,27
소라형스낵,서울제과,100,g,426,9,8,79,8
미니짱,서울제과,100,g,414,9,6,80,21
왕라면 스낵,서울제과,100,g,430,10,8,79,17
김맛나,서울제과,100,g,479,11,18,69,18
오란다,서울제과,100,g,449,7,13,76,41
고구마형과자,서울제과,100,g,503,11,22,65,13
맛기지,서울제과,100,g,497,12,24,59,1
소라형과자,서울제과,100,g,442,9,12,76,19
해삼형 과자,유풍제과,100,g,433,10,14,66,15
쌍쌍볼,㈜선영푸드,100,g,351.6,6.6,2.4,75.9,6.8
미니전병(생강맛),서울제과,100,g,386.01,6.27,1.37,87.15,49.66
다바오바나나칩,㈜대산인터내셔널,100,g,522,2,26,69,17
꿀밤맛 쫀D기,(주)놀부명과,100,g,342,6,2,75,34
김맛전병,남서울제과,100,g,389,0,0,0,39
찹쌀모나카깍지(갈색),㈜화과방,100,g,361,6,1,82,1
허니꿀짱,"스위티코리아㈜(SweetieCoreaCo.,Ltd)",100,g,510,4,11,34,14
허니꿀꽈배기,"스위티코리아㈜(SweetieCoreaCo.,Ltd)",100,g,504,8,23,67,15
달콤한한입꽈배기,"스위티코리아㈜(SweetieCoreaCo.,Ltd)",100,g,500,8,22,67,29
달콤한한입쌀대롱,"스위티코리아㈜(SweetieCoreaCo.,Ltd)",100,g,515,6,26,64,18
떳다신떡볶이스낵,"스위티코리아㈜(SweetieCoreaCo.,Ltd)",100,g,520,7,28,64,28
떳다왕짱,"스위티코리아㈜(SweetieCoreaCo.,Ltd)",100,g,360,7,24,31,16
참꽈배기,"스위티코리아㈜(SweetieCoreaCo.,Ltd)",100,g,500,8,22,67,29
참아리랑짱,"스위티코리아㈜(SweetieCoreaCo.,Ltd)",100,g,510,7,24,66,20
참생강대롱,"스위티코리아㈜(SweetieCoreaCo.,Ltd)",100,g,508,7,24,66,26
우리밀 대추약과,경보식품,100,g,466,6,20,65,14
쿠키크럼,대신농산㈜ 2공장,100,g,500,7,24,64,27
쿠키파우더,대신농산㈜ 2공장,100,g,500,7,24,64,27
미니 양파맛스낵,대성제과,100,g,391.06,9.39,1.48,86.09,1.8
추억의 건빵,금풍제과,100,g,406,0,7.8,83,19
깨보리건빵,금풍제과,100,g,410,11,6,78,16
참깨 비스켓,금풍제과,100,g,400,12,4,78,17
한농마을따봉건빵,금풍제과,100,g,433.32,9.98,7.23,82.08,17.53
가파도 깨보리건빵,금풍제과,100,g,446,11,11,77,13
미니약과,(주)로만,100,g,378.2,4.2,8.5,71.3,19.3
줄약과,(주)로만,100,g,378.2,8.5,4.2,71.3,19.3
수제옥수수파이,에덴제과,100,g,276,7,1,60,29.6
마카로니(칼라),우리식품,100,g,479.74,8.94,18.26,69.9,0
통밀오곡쿠키,살렘마을 협동조합,100,g,510,9,25,62,24
통밀크래커,살렘마을 협동조합,100,g,475,10,18,68,3
현미크래커,살렘마을 협동조합,100,g,464,25,15,56,6
바나나과자,한일식품,100,g,420,0,0,76,6.6
치즈샌드,크라운제과,100,g,499,6,23,67,18
뽀또치즈타르트,크라운제과,100,g,504,7,24,65,20
참크래커,크라운제과,100,g,450,9,13,74,0
쿠크다스화이트토르테,크라운제과,100,g,552,6,32,60,39
쿠크다스비엔나커피,크라운제과,100,g,548,6,32,59,38
옹골진오곡쿠키,크라운제과,100,g,523,9,27,61,16
무농약현미가빠띠쉐를 만나면 딸기요구르트,농업회사법인 리뉴얼라이프(주),100,g,125,2,2.3,24,4
별빛담은 표고버섯뻥,썬푸드,100,g,387.55,7.2,0.11,89.44,0
체다치즈볼,㈜산들촌,100,g,500,5,24,66,10
고르곤졸라치즈소프트콘,㈜산들촌,100,g,690,3,59,37,5
인절미스낵,㈜산들촌,100,g,560,6,34,58,12
빠다코코낫볼,㈜산들촌,100,g,515,7,25,66,30
바베큐볼,㈜산들촌,100,g,545,6,31,60,5
애플파이,㈜옵스,100,g,433,10,21,51,28
옛날한입김맛전병,미래제과,100,g,410,6,4,88,40
옛날땅콩맛전병,미래제과,100,g,412,9,4,84,40
옛날생강맛전병,미래제과,100,g,404,7,3,87,55
엄마손인절미쌀과자,서해안 푸드,100,g,442.96,7,16.16,673.98,9.74
달지않은곡물플레이크,도울바이오푸드영농조합법인,100,g,390,9,1.1,86,1
볶은곡식,도울바이오푸드영농조합법인,100,g,405,13,5,80,1.3
수제마블링쌀쿠키,(주)쿠키라인,100,g,491.71,5.08,20.14,72.54,23.12
브라우니쌀쿠키,(주)쿠키라인,100,g,491.71,5.08,20.14,72.54,23.12
김말이전병,미담푸드,100,g,432.32,0,8.48,80.9,37.8
"슈멜콘, 참맛슈멜콘",우리식품,100,g,430.21,4.63,8.93,82.83,28.9
롯데뻥소리,우리식품,100,g,455,5,11,83,26
달콤한한입콘카라멜,우리식품,100,g,330,5,11,53,10
뻥이랑,우리식품,100,g,435,4.45,10,82.71,30.5
앵두,우리식품,100,g,374.8,5.6,0.4,87.2,9.7
마카로니스낵,우리식품,100,g,479.74,8.94,18.26,69.9,0
우리밀 한입전병,빚고담고자연그대로영농조합법인(짱아식품),100,g,433,13,9,75,26
녹차쿠키,신성제과,100,g,300,7,0,38,10
참소라형과자,㈜청우식품,100,g,477,9,17,72,13
델로스 카푸치노,㈜청우식품,100,g,484,5,20,71,28
강냉이(가당),부농푸드,100,g,408.19,8.25,3.42,86.11,10.42
야채전병,금호제과,100,g,428,13.7,7.1,77.2,36.1
송이과자,금호제과,100,g,438.5,8,8.8,81.6,31.9
메밀전병과자,금호제과,100,g,417.1,8.9,6.1,81.4,33.3
파래전병,금호제과,100,g,455,8.7,12.6,76.6,32
유기농 손가락친구 삼색 해피뻥,농업회사법인 괴산잡곡농산 유한회사 칠성지점,100,g,380,7,1.3,84,0.7
옥수수사브레쿠키,꽃동네학교,100,g,494.87,4.66,25.41,61.89,26.53
알밤뻥,농가애 주식회사,100,g,385.3,10.7,1.3,82.7,3.3
블랙한입크리스피,㈜태광웰푸드,100,g,510,5,25,64,18
21곡 한입 크리스피,㈜태광웰푸드,100,g,585,5,40,51,14
초코칩 쿠키,드림푸드 빵굽네,100,g,486,5.9,23.2,63.4,22.5
촉촉한 호두형과자,아인당,100,g,0,2.1,0.7,23.5,11
메가팝콘(Mega Popcorn) 카라멜팝콘,대한푸드텍,100,g,506,5.22,24,67.2,29.5
33한 체다치즈 팝콘,대한푸드텍,100,g,478,9.34,19.5,66.2,4.58
카라멜 글레이즈드 팝콘,대한푸드텍,100,g,497,4.19,21,72.9,35
국산 5곡스낵,마밀랜드산골식품,100,g,390,8,3.1,83,0.7
올미약과,백석올미영농조합,100,g,0,4.1,21.5,61.6,14.3
더블초코릿쿠키,레이어스,100,g,425,6,26,43,23
말차브라우니쿠키,레이어스,100,g,313,6,23,45,25
솔티카라멜쿠키,레이어스,100,g,394,5,22,43,16
오레오크림치즈쿠키,레이어스,100,g,260,4,12,35,20
누텔라브라우니쿠키,레이어스,100,g,343,4,23,30,4
단호박치즈쿠키,레이어스,100,g,351,5,21,37,2
블루베리치즈쿠키,레이어스,100,g,268,4,9,43,3
누텔라브라우니쿠키(냉장),레이어스,100,g,343,4,23,30,4
단호박치즈쿠키(냉장),레이어스,100,g,351,5,21,37,2
더블초코릿쿠키(냉장),레이어스,100,g,425,6,26,43,23
말차브라우니쿠키(냉장),레이어스,100,g,313,6,12,45,25
강원도 찰강냉이,유한책임회사 이천쌀강정,100,g,140,3,1.7,28,1
땅콩와다닥,(주)서울쿠키컴퍼니,100,g,517,10,26,61,21
밤과자,(주)서울쿠키컴퍼니,100,g,344,9,4.3,67,59
별머랭쿠키,(주)밀갸또,100,g,412,5,0,98,91
커피별머랭쿠키,(주)밀갸또,100,g,417,5,0,99,0
딸기별머랭쿠키,(주)밀갸또,100,g,414,5,0,98,0
우리쌀인절미,㈜씨앤미,100,g,780,9,27,61,14
선데이치즈볼 오리지널 그랜드,㈜델토리,100,g,575,6,38,52,5
닭다리 스낵,미찌푸드㈜,100,g,521,6,28,62,2
꿀깨 꽈배기,미찌푸드㈜,100,g,534,2,29,65,24
당을줄인맛짱,미찌푸드㈜,100,g,532,5,29,63,10
크라운못말리는신짱,미찌푸드㈜,100,g,528,5,28,64,22
HANARO굿 하나로짱,미찌푸드㈜,100,g,468,5,17,74,20
HANARO 굿 갈릭새우칩,미찌푸드㈜,100,g,536,3,31,61,7
땅콩쿠키,(주)이성당 서수공장,100,g,362,7,26,25,1
당첨돼지,천만송이식품,100,g,562.31,4.28,34.79,58.02,2.31
마카롱 빵과떡,달음협동조합,100,g,449,6,30,38,27
마카롱 신선한과일,달음협동조합,100,g,432,6,24,45,32
마카롱 카페와티,달음협동조합,100,g,450,6,38,42,32
마카롱 공화국,달음협동조합,100,g,450,6,30,39,33
아몬드 카라멜 크리스프,(주)가렛코리아,100,g,470,2,16,79,55
카라멜 팝콘,(주)가렛코리아,100,g,470,2,16,79,55
통밀누룽지,씨지에스푸드(CGSFood),100,g,263.11,9.04,4.01,47.7,4.46
한라봉랑그드샤,㈜엘가,100,g,538,8,38,42,27
바나나우유맛랑그드샤,㈜엘가,100,g,538,8,0,42,27
녹차랑그드샤,㈜엘가,100,g,538,8,38,42,27
홍삼미니와플,에코푸드,100,g,408.4,13.3,4.8,78,16.3
16곡물쫀디기,에코푸드,100,g,341,6,1.6,76,9
오란다과자,에코푸드,100,g,425,7,9,81,53
생강맛과자,에코푸드,100,g,410,7.8,12.3,60.5,30
추억의꺼벙이,에코푸드,100,g,445,9,14,71,21
오란다기지,에코푸드,100,g,406,8,18,71,27
신콩칩스낵,(주)진성앤푸드원,100,g,462,1.8,15.89,78.71,9
뚱감자,(주)진성앤푸드원,100,g,423,9.9,13,69.3,0
쿠키 스푼 치즈,(주)제이앤비식품 본사공장,100,g,460,8,21,62,17
쿠키 스푼 멀티그레인,(주)제이앤비식품 본사공장,100,g,450,10,24,56,18
올인원 누가크래커 32P,몽샹디저트,100,g,443.25,6.32,15.7,70.37,33.31
코인 올인원 누가크래커,몽샹디저트,100,g,440.54,5.04,15.12,72.58,34.19
패밀리 기프트 F2,몽샹디저트,100,g,442.99,5.98,15.85,70.68,35.53
오징어땅콩 간장와사비맛,㈜오리온 제5청주공장,100,g,489,13,21,62,26
새콤유자 킹카롱 쿨,마카레 협동조합,100,g,426,6.77,21.65,51,38.3
우리밀 알밤약과,농업회사법인(주)공주팜,100,g,413.15,5.68,14.63,64.69,19.44
바나나형과자,㈜싱싱,100,g,6860,5.43,6.39,66.27,29.04
설화,㈜싱싱,100,g,472,9,17,72,6
콩가루집안에서 태어난 인절미과자,㈜싱싱,100,g,472,9,17,72,6
참한입인절미,㈜싱싱,100,g,472,9,17,72,6
감자톡 허브솔트맛,농업회사법인오리온농협㈜,100,g,496,1,24,69,3
감자톡 매콤달콤맛,농업회사법인오리온농협㈜,100,g,486,1,22,71,6
땅콩오란다,지리산 함양 허농부,100,g,471.9,11.5,18.7,64.4,18.1
미니롱스틱,우성식품,100,g,450,10,12,77,12
땅콩블랙쿠키,우성식품,100,g,503,10,25,61,11
춘향애김부각,바래봉식품,100,g,396,4.5,7.48,18,0.24
따순기미 수박러스크,엠큐브인터내셔날,100,g,497,9,25,60,16
따순기미 국내산 마늘로 만든 바삭고소 마늘러스크,엠큐브인터내셔날,100,g,229,2,15,22,4
딸기 크리스피롤,개미식품,100,g,541,9,29,61,34
ONLY price 국내산 21곡 크리스피롤 미니,개미식품,100,g,640,4.2,48,48,15
국내산 21곡 크리스피롤 미니,개미식품,100,g,640,4.2,48,48,15
튼튼칼슘 롤,개미식품,100,g,560,5,36,54,5
구워만든 곡물그대로21 대추,개미식품,100,g,603,4,43,50,11
구워만든 곡물그대로21 자색고구마,개미식품,100,g,589,4,41,51,13
순창 블루베리 가득 크리스피롤,개미식품,100,g,2520,7,33,56,16
